orden,n_comp,renglon,cod_art,cantidad,importe_neto,precio_neto,porc_iva,adicional,precio_lista,total_renglon,cuales,revend
1,"B0000304653340",1,"1/101065-1",1,2140.74432000000,2147.9338,21.00,"",2599.00,2599.00,"X",2306160
1,"B0000304653340",2,"1/101062-5",2,4281.48864000000,2147.9338,21.00,"",2599.00,5198.00,"X",2306160
1,"B0000304653340",3,"1/100671-0",1,8235.97632000000,8263.6363,21.00,"",9999.00,9999.00,"X",2306160
1,"B0000304653340",4,"1/100983-6",1,5764.93632000000,5784.2975,21.00,"",6999.00,6999.00,"X",2306160
1,"B0000304653340",5,"1/101604-5",1,5764.93632000000,5784.2975,21.00,"",6999.00,6999.00,"X",2306160
1,"B0000304653340",6,"1/101605-8",1,5764.93632000000,5784.2975,21.00,"",6999.00,6999.00,"X",2306160
1,"B0000304653340",7,"1/101574-7",1,5764.93632000000,5784.2975,21.00,"",6999.00,6999.00,"X",2306160
1,"B0000304653340",8,"1/101304-9",1,18120.13632000000,18180.9917,21.00,"",21999.00,21999.00,"X",2306160
1,"B0000304653340",9,"4/8258-7",1,0.01029600000,0.0082,21.00,"",0.01,0.01,"X",2306160
1,"B0000304653340",10,"5/201792-5",1,14825.31336000000,13222.3140,21.00,"",15999.00,15999.00,"X",2306160
